id,date,academic_year,term_name,term_order_number,day_of_week_number,week_of_year_number,day_name,month_name,year_number,term_and_year,academic_year_order,term_order,week_order_number,week_of_academic_year_number,day_of_year_number,day_of_term_number,day_of_academic_year_number,month_number,day_number,is_weekend,week_commencing_date,holiday_type,half_termly_report_day,first_day_of_academic_year,last_day_of_academic_year,first_day_of_half_term,last_day_of_half_term,previous_thursday
1,2023-09-01,2023/24,Autumn Term,1,4,35,Friday,September,2023,Autumn 2023,1,1,1,1,244,1,1,9,1,Weekday,2023-08-28,Not a holiday,0,2023-09-01,2024-07-19,2023-10-23,2023-10-27,2023-08-31
